sigungu	dangi	area	cntr_ym	cntr_d	price	dong	floor	built_year	road_nm	trns_type	agent_gu	register_ymd
서울특별시 용산구 후암동	브라운스톤남산	166.98	202204	25	205000	-	2	2004	후암로 65	중개거래	서울 서초구	-
서울특별시 용산구 후암동	후암미주	62.28	202203	24	110000	-	2	1980	후암로 71-1	중개거래	서울 용산구	-
서울특별시 용산구 후암동	뉴후암	67.11	202202	12	75000	-	3	1973	후암로 71	직거래	-	-
서울특별시 용산구 후암동	남산애지앙	44.88	202202	7	56500	-	1	2003	후암로34길 31-17	중개거래	서울 용산구	-
서울특별시 용산구 후암동	후암	84.11	202111	25	65000	-	2	2002	후암로22길 10	직거래	-	-
서울특별시 용산구 후암동	후암맨션	72.13	202111	4	74500	-	6	1974	후암로44길 8	중개거래	서울 용산구	-
서울특별시 용산구 후암동	브라운스톤남산	166.56	202109	14	170000	-	3	2004	후암로 65	-	-	-
서울특별시 용산구 후암동	남산애지앙	44.88	202108	26	50000	-	1	2003	후암로34길 31-17	-	-	-
서울특별시 용산구 후암동	신후암	66.51	202107	31	53000	-	6	1971	후암로28길 10	-	-	-
서울특별시 용산구 후암동	화인	143.25	202106	26	120000	-	2	2002	후암로16길 27	-	-	-
서울특별시 용산구 후암동	후암미주	62.78	202105	31	105000	-	3	1980	후암로 71-1	-	-	-
서울특별시 용산구 동자동	센트레빌아스테리움서울	131.05	202205	7	165000	-	12	2013	한강대로 372	중개거래	서울 용산구	-
서울특별시 용산구 동자동	센트레빌아스테리움서울	145.2	202204	19	180000	-	24	2013	한강대로 372	직거래	-	-
서울특별시 용산구 동자동	센트레빌아스테리움서울	149.05	202110	5	186000	-	15	2013	한강대로 372	-	-	-
서울특별시 용산구 동자동	센트레빌아스테리움서울	145.2	202109	7	185000	-	22	2013	한강대로 372	-	-	-
서울특별시 용산구 동자동	센트레빌아스테리움서울	131.05	202108	20	172000	-	27	2013	한강대로 372	-	-	-
서울특별시 용산구 청파동3가	한울글로리A	91.03	202202	11	52000	-	5	2003	효창원로76길 7	중개거래	서울 광진구	-
서울특별시 용산구 원효로1가	용산더프라임	142.901	202205	12	220000	-	9	2014	원효로90길 11	중개거래	서울 용산구	-
서울특별시 용산구 원효로1가	용산더프라임	123.673	202204	27	185000	-	26	2014	원효로90길 11	직거래	-	-
서울특별시 용산구 원효로1가	로얄카운티-3	130.93	202201	21	120000	-	2	2007	백범로79다길 35	중개거래	서울 용산구	-
서울특별시 용산구 원효로1가	용산더프라임	114.218	202108	11	175000	-	7	2014	원효로90길 11	-	-	-
서울특별시 용산구 원효로1가	용산더프라임	84.976	202108	6	173500	-	30	2014	원효로90길 11	-	-	-
서울특별시 용산구 원효로1가	용산더프라임	114.218	202108	6	170000	-	12	2014	원효로90길 11	-	-	-
서울특별시 용산구 원효로1가	용산더프라임	114.218	202108	1	180000	-	11	2014	원효로90길 11	-	-	-
서울특별시 용산구 원효로1가	용산더프라임	142.901	202107	31	220000	-	28	2014	원효로90길 11	-	-	-
서울특별시 용산구 원효로1가	리첸시아용산A	107.45	202107	10	150000	-	12	2010	백범로 341	-	-	-
서울특별시 용산구 원효로1가	로얄카운티-3	130.93	202106	30	128000	-	6	2007	백범로79다길 35	-	-	-
서울특별시 용산구 원효로1가	용산더프라임	84.976	202106	27	173000	-	34	2014	원효로90길 11	-	-	-
서울특별시 용산구 원효로1가	용산더프라임	84.976	202106	14	163000	-	12	2014	원효로90길 11	-	-	-
서울특별시 용산구 신창동	세방리버하이빌	84.54	202108	14	114000	-	4	2005	효창원로15길 16	-	-	-
서울특별시 용산구 신창동	세방리버하이빌	84.54	202106	12	111000	-	3	2005	효창원로15길 16	-	-	-
서울특별시 용산구 신창동	세방리버하이빌	84.54	202106	8	98500	-	4	2005	효창원로15길 16	-	-	-
서울특별시 용산구 산천동	한강타운	59.69	202204	9	104000	-	7	2001	새창로8길 157	중개거래	서울 용산구	-
서울특별시 용산구 산천동	리버힐삼성	59.55	202112	4	120000	-	6	2001	효창원로 17	중개거래	서울 용산구	-
서울특별시 용산구 산천동	한강타운	59.69	202112	3	92000	-	5	2001	새창로8길 157	중개거래	서울 마포구	-
서울특별시 용산구 산천동	리버힐삼성	59.55	202111	6	135000	-	17	2001	효창원로 17	중개거래	서울 마포구 서울 용산구	-
서울특별시 용산구 산천동	리버힐삼성	59.55	202110	30	140000	-	13	2001	효창원로 17	-	-	-
서울특별시 용산구 산천동	리버힐삼성	114.48	202110	6	182000	-	17	2001	효창원로 17	-	-	-
서울특별시 용산구 산천동	리버힐삼성	84.98	202109	29	133000	-	11	2001	효창원로 17	-	-	-
서울특별시 용산구 산천동	한강타운	59.69	202109	25	95000	-	4	2001	새창로8길 157	-	-	-
서울특별시 용산구 산천동	리버힐삼성	114.48	202109	8	170000	-	13	2001	효창원로 17	-	-	-
서울특별시 용산구 산천동	한강타운	59.69	202109	7	95000	-	6	2001	새창로8길 157	-	-	-
서울특별시 용산구 산천동	리버힐삼성	114.48	202108	26	167000	-	6	2001	효창원로 17	-	-	-
서울특별시 용산구 산천동	한강타운	59.69	202108	2	102500	-	14	2001	새창로8길 157	-	-	-
서울특별시 용산구 산천동	리버힐삼성	59.55	202108	1	110700	-	2	2001	효창원로 17	-	-	-
서울특별시 용산구 산천동	리버힐삼성	114.48	202107	31	168000	-	19	2001	효창원로 17	-	-	-
서울특별시 용산구 산천동	리버힐삼성	59.55	202107	31	113000	-	2	2001	효창원로 17	-	-	-
서울특별시 용산구 산천동	리버힐삼성	59.55	202107	13	98000	-	1	2001	효창원로 17	-	-	-
서울특별시 용산구 산천동	리버힐삼성	84.98	202107	10	133000	-	16	2001	효창원로 17	-	-	-
서울특별시 용산구 산천동	리버힐삼성	59.55	202107	3	110000	-	1	2001	효창원로 17	-	-	-
서울특별시 용산구 산천동	리버힐삼성	84.98	202106	19	140000	-	4	2001	효창원로 17	-	-	-
서울특별시 용산구 산천동	리버힐삼성	114.48	202106	12	149000	-	8	2001	효창원로 17	-	-	-
서울특별시 용산구 산천동	리버힐삼성	84.98	202106	5	140000	-	14	2001	효창원로 17	-	-	-
서울특별시 용산구 청암동	GS자이	157.43	202205	10	210000	-	11	2005	삼개로 60	중개거래	서울 마포구 서울 용산구	-
서울특별시 용산구 청암동	GS자이	240.39	202108	26	330000	-	3	2005	삼개로 60	-	-	-
서울특별시 용산구 청암동	GS자이	157.43	202108	18	215000	-	13	2005	삼개로 60	-	-	-
서울특별시 용산구 청암동	GS자이	157.43	202108	14	220000	-	9	2005	삼개로 60	-	-	-
서울특별시 용산구 원효로4가	강변삼성스위트	84.9	202205	9	135000	-	22	1999	원효로 40	중개거래	서울 동작구	-
서울특별시 용산구 원효로4가	풍전	81.72	202205	4	107000	-	1	1971	원효로25길 13	중개거래	서울 용산구	-
서울특별시 용산구 원효로4가	산호	100.56	202205	2	150000	-	2	1977	원효로 66	직거래	-	-
서울특별시 용산구 원효로4가	풍전	81.72	202111	3	111000	-	6	1971	원효로25길 13	중개거래	서울 용산구	-
서울특별시 용산구 원효로4가	강변삼성스위트	59.94	202110	5	138500	-	6	1999	원효로 40	-	-	-
서울특별시 용산구 원효로4가	강변삼성스위트	72.84	202109	18	156500	-	11	1999	원효로 40	-	-	-
서울특별시 용산구 원효로4가	산호	113.77	202109	1	250000	-	11	1977	원효로 66	-	-	-
서울특별시 용산구 원효로4가	강변삼성스위트	59.94	202108	24	135000	-	12	1999	원효로 40	-	-	-
서울특별시 용산구 원효로4가	산호	40.46	202108	14	121000	-	9	1977	원효로 66	-	-	-
서울특별시 용산구 원효로4가	산호	100.5	202108	9	200000	-	1	1977	원효로 66	-	-	-
서울특별시 용산구 원효로4가	강변삼성스위트	84.9	202108	3	170000	-	18	1999	원효로 40	-	-	-
서울특별시 용산구 원효로4가	산호	100.56	202107	31	225000	-	9	1977	원효로 66	-	-	-
서울특별시 용산구 원효로4가	산호	100.56	202107	22	200000	-	6	1977	원효로 66	-	-	-
서울특별시 용산구 원효로4가	산호	113.77	202107	17	230000	-	12	1977	원효로 66	-	-	-
서울특별시 용산구 원효로4가	산호	86.12	202107	12	185500	-	10	1977	원효로 66	-	-	-
서울특별시 용산구 원효로4가	산호	40.46	202106	30	124500	-	9	1977	원효로 66	-	-	-
서울특별시 용산구 원효로4가	산호	86.12	202106	25	180000	-	7	1977	원효로 66	-	-	-
서울특별시 용산구 원효로4가	풍전	67.04	202106	19	90000	-	2	1971	원효로25길 14	-	-	-
서울특별시 용산구 원효로4가	강변삼성스위트	84.9	202106	11	157000	-	4	1999	원효로 40	-	-	-
서울특별시 용산구 원효로4가	산호	78.06	202106	9	165000	-	12	1977	원효로 66	-	-	-
서울특별시 용산구 원효로4가	풍전	81.72	202106	8	100000	-	4	1971	원효로25길 13	-	-	-
서울특별시 용산구 원효로4가	강변삼성스위트	59.94	202106	5	115000	-	5	1999	원효로 40	-	-	-
서울특별시 용산구 원효로4가	풍전	100.46	202106	4	124000	-	4	1971	원효로25길 13	-	-	-
서울특별시 용산구 원효로4가	풍전	81.72	202105	29	95000	-	5	1971	원효로25길 13	-	-	-
서울특별시 용산구 원효로4가	강변삼성스위트	59.94	202105	27	114000	-	16	1999	원효로 40	-	-	-
서울특별시 용산구 효창동	효창로즈	84.76	202205	15	90000	-	6	2001	효창원로93길 16	중개거래	서울 마포구	-
서울특별시 용산구 효창동	용산롯데캐슬센터포레	59.8677	202112	9	150500	-	5	2019	백범로 313	중개거래	서울 용산구	-
서울특별시 용산구 효창동	용산롯데캐슬센터포레	84.8757	202111	7	185000	-	11	2019	백범로 313	중개거래	서울 용산구	-
서울특별시 용산구 효창동	효창파크푸르지오	59.41	202111	5	148000	-	9	2010	백범로 260	중개거래	서울 용산구	-
서울특별시 용산구 효창동	용산롯데캐슬센터포레	59.9525	202110	17	158000	-	6	2019	백범로 313	-	-	-
서울특별시 용산구 효창동	효창팰리스2차	84.03	202110	2	94800	-	2	2002	효창원로70길 10	-	-	-
서울특별시 용산구 효창동	용산케이씨씨스위첸	59.95	202109	18	134500	-	2	2018	백범로 275	-	-	-
서울특별시 용산구 효창동	효창맨션	59.6	202109	1	55000	-	7	1969	효창원로 157	-	-	-
서울특별시 용산구 효창동	용산롯데캐슬센터포레	59.9525	202108	28	154500	-	2	2019	백범로 313	-	-	-
서울특별시 용산구 효창동	효창맨션	59.5	202108	28	58000	-	9	1969	효창원로 157	-	-	-
서울특별시 용산구 효창동	용산롯데캐슬센터포레	59.79	202108	27	160000	-	14	2019	백범로 313	-	-	-
서울특별시 용산구 효창동	용산롯데캐슬센터포레	59.9525	202108	27	158000	-	19	2019	백범로 313	-	-	-
서울특별시 용산구 효창동	용산롯데캐슬센터포레	59.9525	202108	27	155000	-	5	2019	백범로 313	-	-	-
서울특별시 용산구 효창동	용산롯데캐슬센터포레	59.9525	202108	14	155000	-	10	2019	백범로 313	-	-	-
서울특별시 용산구 효창동	용산롯데캐슬센터포레	84.8757	202108	14	185000	-	17	2019	백범로 313	-	-	-
서울특별시 용산구 효창동	용산롯데캐슬센터포레	84.9204	202108	5	190000	-	16	2019	백범로 313	-	-	-
서울특별시 용산구 효창동	효창파크푸르지오	84.45	202107	29	168500	-	9	2010	백범로 260	-	-	-
서울특별시 용산구 효창동	용산롯데캐슬센터포레	84.9204	202107	19	183000	-	12	2019	백범로 313	-	-	-
서울특별시 용산구 효창동	용산케이씨씨스위첸	59.97	202107	19	137500	-	4	2018	백범로 275	-	-	-
서울특별시 용산구 효창동	용산케이씨씨스위첸	59.97	202107	16	142000	-	4	2018	백범로 275	-	-	-
서울특별시 용산구 효창동	효창파크푸르지오	59.41	202107	11	138000	-	7	2010	백범로 260	-	-	-
서울특별시 용산구 효창동	효창파크푸르지오	84.45	202107	10	165000	-	6	2010	백범로 260	-	-	-
서울특별시 용산구 효창동	세양청마루	84.18	202106	29	118500	-	3	2006	백범로 250	-	-	-
서울특별시 용산구 효창동	용산롯데캐슬센터포레	84.909	202106	28	184000	-	14	2019	백범로 313	-	-	-
서울특별시 용산구 효창동	용산케이씨씨스위첸	84.92	202106	21	164000	-	18	2018	백범로 275	-	-	-
서울특별시 용산구 효창동	용산케이씨씨스위첸	59.97	202106	19	140000	-	3	2018	백범로 275	-	-	-
서울특별시 용산구 효창동	예빌리지	84.83	202106	19	74500	-	3	2004	백범로45길 9-10	-	-	-
서울특별시 용산구 효창동	용산롯데캐슬센터포레	84.9204	202106	16	180000	-	10	2019	백범로 313	-	-	-
서울특별시 용산구 효창동	효창맨션	66.12	202106	11	53000	-	4	1969	효창원로 157	-	-	-
서울특별시 용산구 효창동	효창아트빌2차	72.1	202106	5	68000	-	7	2002	효창원로69길 31	-	-	-
서울특별시 용산구 효창동	용산케이씨씨스위첸	59.98	202106	5	139000	-	15	2018	백범로 275	-	-	-
서울특별시 용산구 도원동	제일1	45.26	202205	11	29500	-	1	1971	새창로12길 11-7	중개거래	서울 용산구	-
서울특별시 용산구 도원동	제일1	45.26	202204	30	25000	-	4	1971	새창로12길 11-7	중개거래	서울 용산구	-
서울특별시 용산구 도원동	제일1	45.26	202204	18	20000	-	1	1971	새창로12길 11-7	중개거래	서울 용산구	-
서울특별시 용산구 도원동	제일1	45.26	202203	30	18500	-	3	1971	새창로12길 11-7	중개거래	서울 용산구	-
서울특별시 용산구 도원동	제일1	45.26	202202	16	24000	-	5	1971	새창로12길 11-7	중개거래	서울 용산구	-
서울특별시 용산구 도원동	삼성래미안	59.94	202112	15	70000	-	12	2001	새창로 70	직거래	-	-
서울특별시 용산구 도원동	삼성래미안	114.99	202110	13	165000	-	12	2001	새창로 70	-	-	-
서울특별시 용산구 도원동	삼성래미안	114.99	202110	9	174000	-	22	2001	새창로 70	-	-	-
서울특별시 용산구 도원동	삼성래미안	59.94	202110	2	143000	-	9	2001	새창로 70	-	-	-
서울특별시 용산구 도원동	삼성래미안	84.69	202109	26	163000	-	5	2001	새창로 70	-	-	-
서울특별시 용산구 도원동	제일1	45.26	202109	3	18300	-	3	1971	새창로12길 11-7	-	-	-
서울특별시 용산구 도원동	삼성래미안	59.94	202108	28	128500	-	5	2001	새창로 70	-	-	-
서울특별시 용산구 도원동	삼성래미안	59.94	202108	18	138000	-	5	2001	새창로 70	-	-	-
서울특별시 용산구 도원동	삼성래미안	84.69	202108	7	133000	-	1	2001	새창로 70	-	-	-
서울특별시 용산구 도원동	삼성래미안	84.69	202108	3	153000	-	21	2001	새창로 70	-	-	-
서울특별시 용산구 도원동	삼성래미안	114.99	202108	2	165000	-	12	2001	새창로 70	-	-	-
서울특별시 용산구 도원동	삼성래미안	59.94	202107	24	119500	-	2	2001	새창로 70	-	-	-
서울특별시 용산구 도원동	삼성래미안	59.94	202107	5	120000	-	10	2001	새창로 70	-	-	-
서울특별시 용산구 도원동	삼성래미안	59.94	202107	5	122700	-	18	2001	새창로 70	-	-	-
서울특별시 용산구 도원동	삼성래미안	59.94	202106	29	118300	-	20	2001	새창로 70	-	-	-
서울특별시 용산구 도원동	삼성래미안	59.94	202106	12	118000	-	9	2001	새창로 70	-	-	-
서울특별시 용산구 도원동	삼성래미안	59.94	202106	8	115000	-	16	2001	새창로 70	-	-	-
서울특별시 용산구 용문동	브라운스톤	59.94	202204	15	130000	-	6	2011	효창원로 88	중개거래	서울 용산구	-
서울특별시 용산구 용문동	대호드림빌(38-213)	83.65	202203	8	88300	-	2	2002	효창원로37마길 12	중개거래	서울 용산구	-
서울특별시 용산구 용문동	브라운스톤	84.76	202112	17	145000	-	10	2011	효창원로 88	중개거래	서울 용산구	-
서울특별시 용산구 용문동	브라운스톤	59.94	202108	14	130000	-	5	2011	효창원로 88	-	-	-
서울특별시 용산구 용문동	브라운스톤	59.94	202107	10	119000	-	2	2011	효창원로 88	-	-	-
서울특별시 용산구 용문동	삼성하이츠	84.39	202106	19	85000	-	4	2003	효창원로25다길 17-3	-	-	-
서울특별시 용산구 문배동	이안용산1차(101동)	84.99	202205	23	136000	-	5	2005	백범로90길 74	중개거래	서울 용산구	-
서울특별시 용산구 문배동	용산큐브	13.01	202205	18	19000	-	19	2013	백범로90길 12	직거래	-	-
서울특별시 용산구 문배동	용산KCC웰츠타워	84.03	202205	9	147500	-	38	2015	백범로90길 90	직거래	-	-
서울특별시 용산구 문배동	CJ나인파크	84.98	202205	2	156000	-	26	2007	백범로90다길 12	중개거래	서울 용산구	-
서울특별시 용산구 문배동	프라임펠리스	13.69	202204	30	15900	-	18	2012	백범로90길 38	중개거래	서울 용산구	-
서울특별시 용산구 문배동	삼라마이다스빌2	72.48	202204	16	120000	-	3	2004	백범로90라길 28	중개거래	서울 용산구	-
서울특별시 용산구 문배동	용산KCC웰츠타워	84.03	202204	14	153000	-	25	2015	백범로90길 90	중개거래	서울 용산구	-
서울특별시 용산구 문배동	아크로타워	84.97	202203	19	147000	-	2	2007	백범로90길 26	중개거래	서울 용산구	-
서울특별시 용산구 문배동	프라임펠리스	21.39	202202	25	25300	-	19	2012	백범로90길 38	중개거래	서울 용산구	-
서울특별시 용산구 문배동	용산큐브	13.01	202202	18	18400	-	15	2013	백범로90길 12	중개거래	서울 용산구	-
서울특별시 용산구 문배동	프라임펠리스	13.69	202201	29	15500	-	18	2012	백범로90길 38	중개거래	서울 용산구	-
서울특별시 용산구 문배동	용산큐브	13.01	202112	30	19300	-	15	2013	백범로90길 12	중개거래	경기 부천시	-
서울특별시 용산구 문배동	용산큐브	13.01	202112	27	17600	-	20	2013	백범로90길 12	직거래	-	-
서울특별시 용산구 문배동	용산큐브	13.01	202112	19	20000	-	15	2013	백범로90길 12	직거래	-	-
서울특별시 용산구 문배동	리첸시아용산B	145.78	202112	10	220000	-	23	2010	백범로 341	중개거래	서울 용산구	-
서울특별시 용산구 문배동	용산큐브	13.01	202112	4	19900	-	18	2013	백범로90길 12	중개거래	서울 용산구	-
서울특별시 용산구 문배동	이안용산1차(103동)	84.9	202111	29	135000	-	7	2005	백범로90길 74	중개거래	서울 용산구	-
서울특별시 용산구 문배동	프라임펠리스	13.69	202111	15	15000	-	16	2012	백범로90길 38	중개거래	서울 용산구	-
서울특별시 용산구 문배동	용산큐브	13.01	202110	5	19500	-	20	2013	백범로90길 12	-	-	-
서울특별시 용산구 문배동	용산KCC웰츠타워	84.68	202110	2	164000	-	23	2015	백범로90길 90	-	-	-
서울특별시 용산구 문배동	용산큐브	13.01	202109	25	19300	-	15	2013	백범로90길 12	-	-	-
서울특별시 용산구 문배동	용산큐브	13.01	202109	24	18900	-	14	2013	백범로90길 12	-	-	-
서울특별시 용산구 문배동	아크로타워	84.97	202109	10	145000	-	21	2007	백범로90길 26	-	-	-
서울특별시 용산구 문배동	리첸시아용산B	84.98	202109	9	152000	-	16	2010	백범로 341	-	-	-
서울특별시 용산구 문배동	용산큐브	13.01	202109	1	19000	-	19	2013	백범로90길 12	-	-	-
서울특별시 용산구 문배동	지오베르크	84.94	202108	30	129000	-	13	2004	백범로 346	-	-	-
서울특별시 용산구 문배동	아크로타워	84.97	202108	28	145000	-	12	2007	백범로90길 26	-	-	-
서울특별시 용산구 문배동	프라임펠리스	13.69	202108	26	15000	-	13	2012	백범로90길 38	-	-	-
서울특별시 용산구 문배동	이안용산1차(101동)	84.99	202108	12	125000	-	14	2005	백범로90길 74	-	-	-
서울특별시 용산구 문배동	이안용산1차(101동)	84.95	202108	7	130000	-	15	2005	백범로90길 74	-	-	-
서울특별시 용산구 문배동	이안용산프리미어	84.98	202108	7	144000	-	9	2007	청파로 213	-	-	-
서울특별시 용산구 문배동	리첸시아용산B	84.83	202108	6	140000	-	14	2010	백범로 341	-	-	-
서울특별시 용산구 문배동	CJ나인파크	123.47	202108	3	160000	-	23	2007	백범로90다길 12	-	-	-
서울특별시 용산구 문배동	CJ나인파크	84.98	202107	31	144000	-	6	2007	백범로90다길 12	-	-	-
서울특별시 용산구 문배동	CJ나인파크	123.47	202107	28	164000	-	24	2007	백범로90다길 12	-	-	-
서울특별시 용산구 문배동	아크로타워	84.97	202107	9	147000	-	30	2007	백범로90길 26	-	-	-
서울특별시 용산구 문배동	아크로타워	126.3	202106	26	163500	-	23	2007	백범로90길 26	-	-	-
서울특별시 용산구 문배동	이안용산프리미어	109.74	202106	22	153000	-	28	2007	청파로 213	-	-	-
서울특별시 용산구 문배동	이안용산프리미어	110.14	202106	11	154000	-	16	2007	청파로 213	-	-	-
서울특별시 용산구 문배동	지오베르크	76.02	202106	10	115000	-	5	2004	백범로 346	-	-	-
서울특별시 용산구 문배동	아크로타워	84.97	202105	31	140000	-	4	2007	백범로90길 26	-	-	-
서울특별시 용산구 문배동	이안용산3차	111.91	202105	27	145000	-	7	2006	청파로 205-26	-	-	-
서울특별시 용산구 신계동	용산e편한세상	158.26	202205	20	237500	-	20	2011	원효로 216	직거래	-	-
서울특별시 용산구 신계동	용산e편한세상	84.89	202205	6	210000	-	20	2011	원효로 216	중개거래	서울 성동구 서울 용산구	-
서울특별시 용산구 신계동	용산e편한세상	84.21	202204	1	210000	-	10	2011	원효로 216	중개거래	서울 서초구	-
서울특별시 용산구 신계동	용산e편한세상	84.21	202203	11	184000	-	3	2011	원효로 216	중개거래	서울 성동구 서울 용산구	-
서울특별시 용산구 신계동	용산e편한세상	84.21	202203	3	189500	-	8	2011	원효로 216	직거래	-	-
서울특별시 용산구 신계동	용산e편한세상	84.21	202111	22	189500	-	8	2011	원효로 216	중개거래	서울 용산구	-
서울특별시 용산구 신계동	용산e편한세상	84.21	202111	13	200000	-	13	2011	원효로 216	중개거래	서울 용산구	-
서울특별시 용산구 신계동	용산e편한세상	59.64	202111	10	161500	-	14	2011	원효로 216	중개거래	서울 용산구	-
서울특별시 용산구 신계동	용산e편한세상	84.89	202111	6	201000	-	4	2011	원효로 216	중개거래	서울 용산구	-
서울특별시 용산구 신계동	용산e편한세상	84.89	202109	16	209000	-	25	2011	원효로 216	-	-	-
서울특별시 용산구 신계동	용산e편한세상	84.21	202109	7	190000	-	19	2011	원효로 216	-	-	-
서울특별시 용산구 신계동	용산e편한세상	84.89	202108	30	195000	-	17	2011	원효로 216	-	-	-
서울특별시 용산구 신계동	용산e편한세상	84.21	202108	28	199500	-	14	2011	원효로 216	-	-	-
서울특별시 용산구 신계동	용산e편한세상	124.08	202108	28	238000	-	19	2011	원효로 216	-	-	-
서울특별시 용산구 신계동	용산e편한세상	124.96	202108	19	219500	-	9	2011	원효로 216	-	-	-
서울특별시 용산구 신계동	용산e편한세상	158.26	202107	27	250000	-	25	2011	원효로 216	-	-	-
서울특별시 용산구 신계동	용산e편한세상	84.89	202107	13	195000	-	10	2011	원효로 216	-	-	-
서울특별시 용산구 신계동	용산e편한세상	84.21	202106	20	168000	-	1	2011	원효로 216	-	-	-
서울특별시 용산구 한강로1가	용산파크자이	162.04	202204	26	180000	-	10	2005	한강대로 205	직거래	-	-
서울특별시 용산구 한강로1가	삼각아파트	35.37	202204	7	94000	-	1	1970	한강대로62길 32	중개거래	서울 마포구 서울 성북구	-
서울특별시 용산구 한강로1가	용산파크자이	123.12	202204	6	200000	-	16	2005	한강대로 205	중개거래	서울 은평구	-
서울특별시 용산구 한강로1가	센트럴파크	27.82	202112	30	70000	-	6	2021	한강대로62길 45-25	직거래	-	-
서울특별시 용산구 한강로1가	센트럴파크	29.84	202112	30	69900	-	3	2021	한강대로62길 45-1	중개거래	서울 용산구	-
서울특별시 용산구 한강로1가	대우월드마크용산	133.085	202110	2	206000	-	17	2007	한강대로 211	-	-	-
서울특별시 용산구 한강로1가	대우월드마크용산	166.37	202109	29	250000	-	34	2007	한강대로 211	-	-	-
서울특별시 용산구 한강로1가	센트럴파크	28.94	202109	4	71500	-	2	2021	한강대로62길 45-1	-	-	-
서울특별시 용산구 한강로1가	대우월드마크용산	166.37	202108	31	248000	-	30	2007	한강대로 211	-	-	-
서울특별시 용산구 한강로1가	대우월드마크용산	96.645	202108	7	149800	-	12	2007	한강대로 211	-	-	-
서울특별시 용산구 한강로1가	센트럴파크	27.48	202107	31	66000	-	5	2021	한강대로62길 45-1	-	-	-
서울특별시 용산구 한강로1가	용산파크자이	162.04	202107	9	207000	-	7	2005	한강대로 205	-	-	-
서울특별시 용산구 한강로1가	용산파크자이	133.09	202106	28	140000	-	14	2005	한강대로 205	-	-	-
서울특별시 용산구 한강로2가	용산푸르지오써밋(420)	112.1122	202205	8	250000	-	17	2017	한강대로 69	중개거래	서울 용산구	-
서울특별시 용산구 한강로2가	용산푸르지오써밋(420)	112.1122	202205	8	250000	-	17	2017	한강대로 69	중개거래	서울 용산구	-
서울특별시 용산구 한강로2가	한강로대우아이빌	28.22	202204	27	37000	-	15	2004	한강대로43길 13	중개거래	서울 용산구	-
서울특별시 용산구 한강로2가	한강로대우아이빌	28.22	202204	4	37000	-	15	2004	한강대로43길 13	중개거래	서울 용산구	-
서울특별시 용산구 한강로2가	한강로대우아이빌	29.68	202203	20	35000	-	12	2004	한강대로43길 13	중개거래	서울 용산구	-
서울특별시 용산구 한강로2가	한강로대우아이빌	28.22	202203	9	35000	-	14	2004	한강대로43길 13	중개거래	서울 용산구	-
서울특별시 용산구 한강로2가	래미안용산더센트럴	161.48	202202	24	390000	-	23	2017	한강대로 95	중개거래	서울 용산구	-
서울특별시 용산구 한강로2가	래미안용산더센트럴	161.48	202111	24	370000	-	32	2017	한강대로 95	중개거래	서울 용산구	-
서울특별시 용산구 한강로2가	한강로대우아이빌	28.22	202110	16	33000	-	13	2004	한강대로43길 13	-	-	-
서울특별시 용산구 한강로2가	벽산메가트리움	125.68	202109	17	161000	-	24	2005	한강대로43길 8	-	-	-
서울특별시 용산구 한강로2가	한강로대우아이빌	32.39	202109	9	43000	-	13	2004	한강대로43길 13	-	-	-
서울특별시 용산구 한강로2가	벽산메가트리움	84.98	202108	21	152500	-	13	2005	한강대로43길 8	-	-	-
서울특별시 용산구 한강로2가	아스테리움용산	141.08	202107	9	325000	-	28	2012	한강대로30길 25	-	-	-
서울특별시 용산구 한강로2가	한강로대우아이빌	28.22	202107	6	33000	-	11	2004	한강대로43길 13	-	-	-
서울특별시 용산구 한강로2가	벽산메가트리움	84.97	202106	25	159500	-	27	2005	한강대로43길 8	-	-	-
서울특별시 용산구 한강로2가	벽산메가트리움	84.97	202106	1	153000	-	23	2005	한강대로43길 8	-	-	-
서울특별시 용산구 용산동5가	용산파크타워(24-0)	149.92	202205	23	270000	-	32	2009	서빙고로 67	직거래	-	-
서울특별시 용산구 용산동5가	용산파크타워(24-1)	139.7	202202	17	285000	-	12	2009	서빙고로 69	중개거래	서울 용산구	-
서울특별시 용산구 용산동5가	용산파크타워(24-0)	124.8	202112	18	330000	-	36	2009	서빙고로 67	중개거래	서울 용산구	-
서울특별시 용산구 용산동5가	용산파크타워(24-0)	134.02	202112	14	310000	-	14	2009	서빙고로 67	중개거래	서울 용산구	-
서울특별시 용산구 용산동5가	용산파크타워(24-0)	100.29	202110	25	260000	-	32	2009	서빙고로 67	-	-	-
서울특별시 용산구 용산동5가	용산파크타워(24-1)	205.29	202110	4	480000	-	25	2009	서빙고로 69	-	-	-
서울특별시 용산구 용산동5가	용산파크타워(24-0)	131.53	202109	18	280000	-	25	2009	서빙고로 67	-	-	-
서울특별시 용산구 용산동5가	용산파크타워(24-1)	158.33	202109	5	370000	-	29	2009	서빙고로 69	-	-	-
서울특별시 용산구 용산동5가	용산파크타워(24-1)	139.7	202108	27	270000	-	19	2009	서빙고로 69	-	-	-
서울특별시 용산구 용산동5가	용산파크타워(24-0)	149.92	202108	26	359000	-	36	2009	서빙고로 67	-	-	-
서울특별시 용산구 용산동5가	용산파크타워(24-0)	100.29	202107	26	239000	-	4	2009	서빙고로 67	-	-	-
서울특별시 용산구 용산동5가	용산파크타워(24-1)	140.31	202107	13	272500	-	7	2009	서빙고로 69	-	-	-
